id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,rel
138,MALES,27,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,YES,100,5,1,5,1,5,1,1,4,1,1,4,1,4,4,4,3,4,2,5,4,4,5,2,3,3,4,2,4,4,4,4,5,4,5,5,5,5,3,2,2,5,5,4,2,4,3,1,3,4,4,1,4,1,3,3,3,1,2,1,0,1,0,0,0,0,0,0,0,4,2,2,3,5,1,5,2,3,3,5,5,2,1,2,4,2,5,5,5,5,4,4,4,4,1,1,2,2,3,4,4,2,4,3,2,4,1,1,4,2,30,25,41,33,23,23,35,2,48,18 - 29,25 - 32,completed high school,In a relationship
184,FEMALES,34,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,FAMILY,NO,0,4,1,4,1,5,1,1,4,1,1,4,3,1,4,5,3,4,1,4,3,4,3,1,4,4,4,2,3,1,5,3,2,2,6,7,6,7,5,2,1,2,5,5,2,4,4,1,2,4,4,1,1,1,4,1,4,1,1,0,1,1,0,1,0,1,1,0,1,3,4,2,4,5,3,3,1,2,2,5,3,2,2,4,4,2,2,5,5,5,4,4,4,2,4,1,1,2,2,4,4,4,4,4,3,2,3,1,2,2,28,26,37,25,31,16,37,6,43,30 - 44,33 - 40,completed undergrad uni,Not in a relationship
183,MALES,35,SINGLE,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,NO,0,2,4,5,5,2,2,3,4,3,3,2,3,2,2,2,3,1,2,1,1,2,1,1,3,1,1,2,1,1,1,1,2,2,1,1,1,1,1,3,5,4,3,3,3,3,3,4,3,2,3,2,2,2,1,3,3,3,3,0,0,1,1,1,0,1,1,0,0,3,2,3,4,3,2,4,2,4,3,4,1,4,2,2,2,2,3,2,1,4,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,4,2,2,4,4,16,17,11,20,5,34,23,5,52,30 - 44,33 - 40,some additional training,In a relationship
144,FEMALES,43,MARRIED FIRST TIME,YES,SOME SECONDARY,SPOUSE OR PARTNER,NO, ,4,3,3,3,4,3,3,4,2,2,4,4,4,3,5,1,1,5,5,1,4,1,5,5,1,1,1,1,5,1,1,5,5,1,1,2,2,2,4,4,4,2,1,5,1,1,1,5,4,4,1,1,1,3,4,3,3,4,0,1,1,1,0,0,0,0,0,0,3,5,1,1,1,1,5,3,1,3,3,1,4,1,5,5,1,1,3,3,3,2,3,3,1,1,4,5,5,5,4,4,1,2,1,3,1,1,3,1,1,20,18,16,39,8,42,27,3,29,30 - 44,41 - 49,did not complete high school,Not in a relationship
57,MALES,50,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0,4,3,1,4,4,3,2,4,2,2,3,2,3,1,1,1,3,1,5,3,3,3,1,5,1,1,1,1,1,1,1,1,1,5,5,5,6,6,3,2,3,5,4,1,5,5,3,2,4,4,1,4,1,3,1,3,1,1,0,1,1,0,0,0,1,1,0,1,3,4,5,3,4,2,1,4,3,4,1,3,4,3,1,2,3,3,3,2,3,3,3,3,3,2,1,2,1,1,4,4,4,4,4,3,2,5,5,5,4,17,21,20,16,27,19,38,5,65,45+,50+,some additional training,Not in a relationship
491,MALES,57,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,HEALTH/ILLNESS,YES,200,1,3,5,3,1,5,4,4,1,3,2,4,4,3,3,5,1,5,5,2,4,3,1,3,1,3,5,1,4,3,3,5,2,1,1,1,3,1,3,4,4,2,5,3,4,5,3,5,1,4,2,4,2,2,4,1,2,2,1,1,1,0,0,0,0,0,0,0,5,3,4,2,1,2,3,2,3,4,1,4,2,4,2,2,4,5,3,3,1,1,4,2,1,1,4,1,2,1,3,3,1,3,3,1,3,3,5,4,4,14,15,25,37,7,30,25,3,57,45+,50+,some additional training,Not in a relationship
41,FEMALES,37,SEPARATED,YES,COMPLETED HIGHSCHOOL,WORK,NO,0,3,3,3,2,3,3,3,3,1,1,4,2,2,3,5,3,1,5,3,3,4,1,5,5,1,2,2,1,5,2,2,4,5,2,2,2,6,2,5,5,5,2,3,2,3,3,5,5,2,2,3,2,2,1,4,1,3,3,1,1,1,1,1,0,0,1,0,0,4,3,2,2,1,2,3,2,2,3,4,2,2,2,5,4,2,3,3,4,3,2,4,4,3,3,4,3,3,3,2,3,1,2,2,2,3,3,2,1,2,19,23,19,39,14,40,18,6,38,30 - 44,33 - 40,completed high school,In a relationship
6,FEMALES,41,DIVORCED,YES,POSTGRADUATE COMPLETED,WORK,NO,0,4,3,4,2,4,4,3,4,4,4,2,2,2,3,4,1,2,2,4,2,2,3,4,4,1,2,1,1,2,3,2,2,2,5,4,5,5,2,4,4,4,3,2,5,2,2,5,5,4,4,1,4,1,3,3,4,3,1,0,0,1,1,0,0,1,0,0,1,2,3,5,4,5,2,3,4,4,4,3,3,4,3,2,2,3,4,3,4,2,2,1,1,3,3,3,4,4,4,4,4,2,2,4,4,3,3,3,4,4,21,16,23,24,21,42,35,4,66,30 - 44,41 - 49,completed postgrad uni,In a relationship
157,FEMALES,19,SINGLE,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0,4,4,4,4,2,3,3,2,3,3,4,4,4,2,5,5,3,4,2,3,2,1,1,3,2,2,5,3,3,2,2,5,3,3,1,2,1,2,5,5,5,3,2,5,3,2,5,5,4,4,4,3,3,2,4,2,4,4,0,1,1,0,0,0,0,1,0,0,4,5,2,2,3,4,5,2,3,3,3,3,1,1,5,5,1,3,2,2,3,2,2,2,1,1,3,4,3,4,1,2,1,1,1,2,1,1,3,1,1,17,14,22,36,9,44,21,3,37,18 - 29,18 - 24,completed high school,In a relationship
287,FEMALES,25,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0,4,2,3,1,5,1,1,4,1,3,4,2,1,4,4,5,1,2,3,2,5,2,1,5,3,3,5,3,2,3,3,5,5,1,1,4,7,7,3,4,5,4,3,3,3,2,1,5,4,4,1,3,1,3,1,4,3,1,1,1,1,1,1,0,1,1,1,1,3,4,2,3,5,3,5,4,4,3,1,5,4,3,2,1,5,5,4,5,5,4,4,2,3,4,2,3,3,4,4,4,4,2,4,3,2,1,5,4,5,26,25,27,39,20,33,36,9,66,18 - 29,25 - 32,completed undergrad uni,In a relationship
53,MALES,23,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO, ,4,5,3,4,2,4,3,3,2,3,3,1,2,4,2,2,2,3,5,1,2,2,2,2,2,1,2,3,2,1,1,1,1,4,4,2,2,5,3,3,4,2,2,4,3,2,5,5,3,3,2,2,3,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,1,5,3,2,3,2,4,1,3,3,4,3,2,2,4,4,2,1,1,2,2,2,3,2,4,3,4,4,3,4,3,2,3,3,4,5,1,2,2,2,2,14,20,22,19,17,39,28,1,41,18 - 29,18 - 24,completed high school,In a relationship
330,FEMALES,53,MARRIED FIRST TIME,NO,SOME SECONDARY,HEALTH/ILLNESS,NO,0,3,5,5,5,2,5,4,2,4,4,4,4,4,2,5,1,1,1,4,1,5,1,5,5,1,2,2,1,1,1,3,5,5,7,6,7,2,1,5,5,5,5,1,5,3,3,5,5,4,3,4,3,4,1,4,2,3,3,1,1,1,0,0,0,1,0,0,0,5,4,2,5,5,5,5,5,4,4,5,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,3,3,1,1,1,2,2,1,2,1,1,1,1,13,11,17,35,23,42,20,4,60,45+,50+,did not complete high school,Not in a relationship
379,FEMALES,47,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0,5,4,5,2,5,2,2,3,3,3,4,3,1,5,3,3,4,3,5,5,4,5,4,4,5,4,3,5,3,5,3,3,2,6,6,6,7,7,5,3,4,5,3,3,3,4,3,2,4,4,1,4,1,4,3,4,1,1,1,1,1,1,1,0,0,1,0,0,2,2,5,5,5,5,2,2,4,5,1,5,4,4,3,3,3,4,2,4,4,3,2,2,2,4,1,3,3,2,4,4,2,4,4,4,4,4,5,3,3,25,20,46,32,32,29,38,6,74,45+,41 - 49,some additional training,Not in a relationship
59,FEMALES,36,SEPARATED,YES,SOME SECONDARY,WORK,NO,0,2,4,3,4,3,4,2,3,2,2,4,2,3,5,4,4,3,4,5,3,4,3,5,3,2,2,4,2,4,2,4,4,4,3,4,4,3,6,3,3,4,3,2,3,2,3,4,3,4,4,2,3,3,3,3,3,3,2,1,1,1,1,1,0,0,1,1,0,2,4,4,2,4,3,3,2,5,4,1,3,3,3,4,4,2,3,2,2,2,3,3,3,3,2,3,4,4,3,3,2,2,2,3,4,2,3,5,2,2,14,21,31,39,20,34,29,7,56,30 - 44,33 - 40,did not complete high school,In a relationship
416,MALES,21,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO, ,3,3,3,3,5,2,2,3,3,3,3,3,3,4,4,4,3,2,5,4,5,2,2,5,4,2,4,4,1,4,4,5,5,4,5,5,5,4,3,4,5,5,3,5,4,4,3,3,4,4,1,3,4,4,1,3,3,3,0,1,0,0,0,0,1,0,0,0,5,5,3,4,2,2,5,3,3,2,4,3,2,2,2,2,4,3,3,3,4,3,2,2,2,2,1,3,2,2,4,1,4,2,2,1,1,1,2,4,4,21,17,36,37,23,31,31,2,46,18 - 29,18 - 24,completed high school,In a relationship
508,FEMALES,26,LIVING WITH PARTNER,YES,COMPLETED UNDERGRADUATE,WORK,NO,0,4,2,4,2,4,2,3,2,2,3,3,1,1,5,3,2,4,1,4,3,1,4,1,2,3,4,1,2,1,4,5,1,1,3,4,5,5,3,4,4,4,3,3,2,4,3,5,4,4,4,1,4,1,3,2,4,3,1,1,1,1,0,0,0,1,0,0,0,2,4,2,4,4,2,3,2,3,3,3,4,2,2,2,2,3,3,4,4,4,2,3,2,4,4,3,3,2,3,4,4,3,2,4,4,2,3,3,4,4,24,20,38,14,20,34,36,4,54,18 - 29,25 - 32,completed undergrad uni,Not in a relationship
116,FEMALES,48,REMARRIED,YES,SOME ADDITIONAL TRAINING,WORK,NO,0,3,3,3,3,4,2,3,3,3,3,3,3,4,4,5,5,4,1,2,3,5,3,5,5,2,3,5,4,2,3,3,5,3,3,5,5,5,1,5,4,5,3,3,5,3,3,2,4,4,4,2,4,3,3,1,3,2,2,1,1,1,1,1,0,0,0,0,0,5,4,3,3,2,2,4,3,4,4,4,2,1,1,5,5,1,2,3,3,4,2,2,2,2,1,3,3,3,3,3,2,4,3,3,1,2,2,2,1,1,20,15,31,39,19,37,33,5,37,45+,41 - 49,some additional training,Not in a relationship
422,FEMALES,24,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO, ,3,1,4,2,5,1,3,4,2,2,3,3,4,3,5,4,3,1,4,3,5,4,3,3,2,4,4,3,2,3,4,5,5,6,5,7,5,4,3,3,4,3,4,3,3,4,4,4,4,4,1,4,1,3,2,3,2,1,0,1,1,0,0,0,0,0,0,0,3,3,3,4,4,5,3,3,3,4,3,4,2,3,2,2,4,4,5,4,5,2,3,3,2,1,3,2,3,2,4,4,3,3,4,3,3,3,3,4,4,26,18,33,37,27,31,36,2,63,18 - 29,18 - 24,some additional training,In a relationship
87,MALES,25,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0,3,3,4,2,4,3,2,3,1,1,3,2,2,3,1,1,2,2,2,2,2,2,1,3,1,1,1,2,2,2,4,1,1,5,6,5,5,4,1,2,3,4,3,2,5,3,2,1,4,4,1,4,1,3,1,4,2,1,0,1,1,0,1,0,0,1,0,0,2,3,3,3,4,5,3,2,4,3,3,3,3,4,2,2,4,5,3,4,3,3,4,4,3,3,2,3,1,3,4,4,4,3,4,4,3,3,3,4,4,21,23,21,15,25,20,38,4,64,18 - 29,25 - 32,completed undergrad uni,In a relationship
434,FEMALES,47,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,MONEY/FINANCES,NO,0,2,5,2,5,4,4,4,2,3,4,3,3,2,2,4,1,1,1,3,1,2,1,2,4,1,2,1,1,1,1,1,3,3,1,1,1,1,1,3,4,4,3,2,3,4,4,4,3,2,2,2,2,2,1,3,2,4,3,1,1,1,1,1,1,1,1,1,0,2,3,3,3,3,,4,1,1,2,2,4,3,3,4,4,1,3,1,1,2,1,2,1,2,3,3,4,2,2,3,3,2,1,2,4,3,2,4,2,2,12,14,14,22,5,32,20,9, ,45+,41 - 49,completed high school,Not in a relationship
264,MALES,18,SINGLE,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0,4,1,5,1,5,1,1,2,1,1,2,3,1,1,5,4,5,1,5,5,5,1,5,5,1,2,4,1,1,1,5,1,1,7,7,5,7,1,5,4,2,4,3,1,5,3,1,4,4,4,2,3,1,2,4,2,4,2,1,1,1,0,1,1,1,0,0,0,1,1,1,5,2,1,4,1,5,5,5,5,5,5,1,1,1,5,5,5,5,4,4,4,2,4,2,3,1,3,3,4,1,1,3,5,5,2,1,5,5,29,22,27,32,27,26,27,6,64,18 - 29,18 - 24,completed high school,In a relationship
442,FEMALES,24,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,WORK,YES,150,2,5,3,5,1,5,3,2,3,3,2,4,4,3,5,4,1,1,1,2,5,1,3,3,1,2,2,2,1,3,2,4,4,2,2,3,1,3,4,4,5,2,2,3,3,2,5,5,3,3,2,3,3,2,4,2,4,2,1,1,1,1,0,0,1,1,1,0,5,5,2,1,1,1,5,1,1,2,5,1,1,1,5,5,1,2,1,1,1,2,2,2,1,1,4,4,3,4,3,2,1,1,3,1,1,1,1,1,1,9,12,18,32,11,41,23,7,21,18 - 29,18 - 24,some additional training,Not in a relationship
540,MALES,36,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,0,3,1,3,1,4,4,2,4,3,1,3,3,2,4,2,1,1,1,3,4,1,3,2,2,1,3,1,1,1,3,4,1,1,5,5,5,7,5,2,1,2,5,4,2,4,5,2,1,4,4,1,3,1,3,3,3,1,1,1,1,1,0,0,0,1,1,0,0,1,4,5,2,5,3,4,4,5,4,1,3,4,3,3,3,3,4,5,5,2,3,2,4,2,3,1,2,2,1,4,4,2,4,4,5,2,2,5,3,3,22,21,27,13,27,16,35,5,65,30 - 44,33 - 40,some additional training,Not in a relationship
470,FEMALES,49,REMARRIED,YES,SOME SECONDARY,FAMILY,NO,0,4,1,4,1,5,2,2,4,1,2,4,1,1,3,3,1,4,1,3,2,1,3,1,2,2,2,1,2,1,2,1,2,1,5,5,5,5,5,2,2,3,4,4,1,4,4,1,1,3,3,1,3,1,3,2,3,1,1,1,1,1,1,1,0,1,1,0,1,2,2,4,4,4,3,1,4,4,4,2,4,4,4,2,2,4,4,5,5,4,3,4,3,4,4,2,2,2,2,4,4,3,4,4,4,4,5,4,4,4,27,26,24,14,25,18,34,8,72,45+,41 - 49,did not complete high school,Not in a relationship
252,FEMALES,21,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,NO,0,4,1,3,1,4,1,1,4,1,1,4,1,3,2,1,1,3,1,3,1,4,2,2,3,1,3,1,3,3,2,2,2,2,6,6,6,6,3,2,2,3,4,4,2,4,4,2,2,4,4,1,4,1,4,1,3,1,1,0,1,1,1,1,0,1,0,0,0,3,2,5,4,4,3,1,2,3,3,4,4,3,4,2,2,3,3,5,5,5,4,4,4,4,2,2,2,2,2,4,4,4,4,4,3,4,5,2,4,4,26,26,22,20,27,21,39,5,63,18 - 29,18 - 24,completed undergrad uni,Not in a relationship
338,FEMALES,45,REMARRIED,YES,SOME ADDITIONAL TRAINING,WORK,YES,30,2,5,2,5,5,1,3,4,1,1,4,1,2,5,1,1,4,1,5,5,1,5,1,1,5,4,1,4,1,5,4,1,1,1,7,7,7,5,2,2,4,5,4,4,4,4,4,4,4,4,1,1,1,4,1,4,1,1,1,1,1,0,1,1,1,0,0,0,1,3,4,4,4,3,3,4,2,4,4,4,4,3,3,3,3,4,1,1,5,2,4,4,4,3,1,2,2,2,4,4,4,4,4,5,3,3,2,3,3,16,25,46,10,27,27,37,6,62,45+,41 - 49,some additional training,Not in a relationship
517,MALES,18,SINGLE,NO,COMPLETED HIGHSCHOOL,RELATIONSHIPS,NO,0,3,4,3,2,4,3,3,4,2,4,4,2,2,2,1,1,2,1,3,3,1,2,1,1,1,1,1,3,1,2,2,1,1,3,6,6,5,5,2,3,2,3,2,2,3,3,3,2,4,4,1,4,2,4,2,4,1,1,1,1,1,0,1,0,1,0,0,0,2,3,2,4,4,3,1,4,4,5,3,3,5,4,4,3,2,3,2,4,3,2,3,1,3,3,3,4,3,3,4,3,3,4,4,4,3,5,3,2,3,19,20,21,10,25,27,38,5,63,18 - 29,18 - 24,completed high school,In a relationship
179,FEMALES,45,REMARRIED,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,NO,0,2,3,1,3,4,3,1,2,3,2,3,2,2,2,4,4,3,1,2,2,4,2,1,2,1,1,2,1,1,1,1,3,1,6,6,6,6,6,3,3,3,4,3,3,4,4,4,3,3,3,1,3,2,3,3,2,1,1,1,1,1,0,1,0,1,0,1,0,2,2,4,3,3,2,3,3,3,4,2,3,3,2,3,2,4,4,3,3,3,4,2,3,3,3,2,3,2,2,4,3,2,4,4,4,4,3,4,3,4,16,20,16,23,30,28,31,6,60,45+,41 - 49,some additional training,Not in a relationship
420,MALES,69,MARRIED FIRST TIME,NO,SOME SECONDARY,HEALTH/ILLNESS,NO, ,4,1,3,3,4,4,2,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,1,4,4,2,2,4,4,4,5,6,5,6,3,6,3,4,4,4,4,4,3,3,4,4,4,4,3,3,2,3,3,3,3,2,1,1,1,0,0,1,0,0,0,0,2,3,4,5,4,4,3,3,4,4,4,4,4,5,2,2,2,3,5,3,2,3,2,2,2,2,2,2,3,3,2,3,2,2,3,4,3,3,2,4,4,21,17,33,37,26,33,29,4,66,45+,50+,did not complete high school,Not in a relationship
66,MALES,59,REMARRIED,NO,SOME SECONDARY, ,NO, ,,5,1,5,1,1,3,1,4,4,1,4,4,2,3,2,1,2,1,1,2,2,1,2,1,2,2,1,3,1,3,3,2,6,2,1,2,1,3,3,3,3,2,3,3,2,4,2,3,4,2,2,2,2,3,1,2,1,1,1,1,0,1,0,0,0,0,1,3,1,3,5,2,2,3,4,4,4,4,2,2,2,4,4,3,3,1,1,5,2,1,1,1,1,3,4,3,4,3,3,2,3,4,3,5,3,2,2,2,,8,15,22,12,32,27,5,53,45+,50+,did not complete high school,Not in a relationship
7,MALES,33,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0,4,1,4,1,5,1,2,3,2,2,4,1,4,5,5,2,5,2,4,3,3,2,3,5,5,5,2,5,1,5,5,5,3,1,1,1,1,1,4,3,4,4,3,3,3,3,3,3,4,4,2,4,1,4,1,1,2,2,1,1,1,1,1,1,0,0,0,0,3,5,3,3,4,3,5,3,2,3,3,3,3,3,3,3,3,3,5,5,5,3,3,3,4,1,2,3,3,3,3,4,4,3,3,3,1,1,3,3,3,28,21,44,31,5,31,34,6, ,30 - 44,33 - 40,completed undergrad uni,In a relationship
